StudBME1,STUDBME2,SBME_STAFF3,SBME_STAFF,CUFE,RehabLab,lab001,BMEStudentLab3,CMP_LAB,CMP_LAB1,CMP_LAB2
-72,-73,0,-86,-85,0,-87,0,0,-82,-84
-72,-75,0,-86,-85,0,-87,0,0,-82,-84
-77,-75,0,-86,-85,0,-87,0,0,-79,-84
-83,-75,0,-86,-85,0,-87,0,0,-83,-82
-83,-75,0,-86,-85,0,-87,0,0,-83,-82
-83,-75,0,-86,-85,0,-87,0,0,-82,-82
-83,-69,0,-86,-85,0,-88,0,0,-87,-82
-83,-73,0,-88,-85,0,-88,0,0,-87,-82
-83,-72,0,-88,-85,0,-86,0,0,-72,-82
-83,-70,-87,-85,-85,0,-88,0,0,-72,-82
-74,-70,-87,-85,-85,0,-88,0,0,-72,-82
-74,-71,-87,-86,-85,0,-90,0,0,-80,-82
-72,-71,-87,-86,-85,-90,-79,0,0,-81,-82
-77,-68,-87,-86,-85,-90,-78,0,0,-81,-82
-77,-71,-87,-86,-85,-90,-78,0,0,-81,-82
-77,-68,-87,-86,-85,-90,-78,0,0,-77,-82
-69,-68,-87,-86,-85,-90,-78,0,0,-82,-77
-70,-67,-87,-83,-85,-90,-82,0,0,-82,-77
-70,-67,-87,-83,-85,-90,-88,0,0,-74,-77
-74,-69,-91,-83,-85,-90,-88,0,0,-74,-77
-85,-72,-91,-83,-85,-90,-88,0,0,-74,-77
-85,-72,-91,-83,-85,-90,-89,0,0,-74,-77
-85,-75,-91,-83,-85,-90,-89,0,0,-74,-77
-85,-81,-91,-83,-85,-90,-89,0,0,-90,-87
-85,-73,-91,-83,-85,-90,-89,0,0,-90,-87
-85,-73,-91,-83,-85,-90,-89,0,0,-90,-87
-75,-73,-91,-85,-85,-90,-89,0,0,-90,-87
-82,-74,-91,-85,-85,-90,-89,0,0,-80,-87
-78,-68,-91,-85,-85,-90,-89,0,0,-80,-87
-75,-70,-91,-85,-85,-90,-89,0,0,-80,-87
-79,-67,-91,-85,-85,-90,-86,0,0,-80,-87
-79,-70,-91,-85,-85,-90,-86,0,0,-83,-87
-79,-70,-91,-85,-85,-90,-87,0,0,-83,-71
-77,-67,-91,-85,-91,-90,-89,0,0,-83,-71
-80,-71,-91,-86,-91,-90,-88,0,0,-80,-81
-80,-62,-91,-85,-91,-87,-88,0,0,-80,-81
-67,-70,-91,-85,-91,-87,-87,0,0,-80,-81
-86,-70,-91,-89,-91,-87,-88,0,0,-80,-81
-86,-72,-91,-89,-91,-87,-86,0,0,-80,-86
-86,-66,-91,-89,-91,-87,-91,0,0,-80,-86
-81,-60,-91,-87,-91,-90,-91,0,0,-80,-86
-81,-68,-91,-87,-91,-90,-91,0,0,-81,-80
-82,-69,-91,-87,-91,-90,-91,0,0,-81,-88
-84,-70,-91,-87,-91,-90,-91,0,0,-88,-88
-82,-70,-91,-87,-91,-90,-87,0,0,-88,-88
-82,-69,-91,-87,-91,-90,-87,0,0,-88,-86
-78,-67,-91,-87,-91,-90,-87,0,0,-88,-86
-75,-70,-91,-87,-91,-90,-87,0,0,-80,-82
-75,-75,-91,-87,-91,-90,-87,0,0,-80,-86
-75,-65,-91,-87,-91,-90,-87,0,0,-86,-88
-88,-65,-91,-86,-91,-90,-89,0,0,-81,-81
-86,-73,-91,-86,-91,-90,-89,0,0,-84,-79
-86,-66,-91,-86,-91,-90,-89,0,0,-84,-79
-89,-75,-91,-89,-91,-90,-89,0,0,-86,-79
-88,-73,-91,-89,-91,-90,-89,0,0,-80,-86
-88,-77,-91,-89,-91,-90,-89,0,0,-80,-86
-88,-77,-91,-89,-91,-90,-89,0,0,-80,-86
-78,-73,-91,-85,-91,-90,-89,0,0,-80,-86
-78,-74,-91,-90,-91,-90,-89,0,0,-80,-86
-78,-74,-91,-90,-91,-90,-89,0,0,-80,-86
-92,-75,-91,-90,-91,-90,-89,0,0,-80,-86
-92,-70,-91,-91,-91,-90,-89,0,0,-80,-86
-92,-77,-91,-91,-91,-90,-89,0,0,-80,-86
-92,-77,-91,-91,-91,-90,-89,0,0,-84,-80
-89,-71,-91,-88,-91,-90,-89,0,0,-84,-83
-81,-70,-91,-86,-91,-90,-89,0,0,-84,-83
-81,-69,-91,-86,-91,-90,-89,0,0,-87,-87
-82,-78,-91,-86,-91,-90,-89,0,0,-87,-86
-85,-72,-91,-86,-91,-90,-89,0,0,-87,-86
-85,-72,-91,-86,-91,-90,-89,0,0,-87,-86
-85,-72,-91,-86,-91,-90,-89,0,0,-90,-86
-84,-72,-91,-86,-91,-90,-89,0,0,-90,-87
-84,-69,-91,-86,-91,-90,-89,0,0,-90,-87
-84,-69,-91,-86,-91,-90,-94,0,0,-90,-87
-71,-68,-91,-86,-91,-90,-94,0,0,-90,-87
-74,-69,-91,-86,-91,-90,-94,0,0,-87,-87
-74,-69,-91,-86,-91,-90,-94,0,0,-87,-86
-71,-64,-91,-86,-91,-90,-94,0,0,-84,-85
-84,-71,-91,-83,-91,-90,-85,0,0,-84,-85
-84,-66,-91,-83,-91,-90,-88,0,0,-83,-85
-84,-73,-91,-83,-91,-90,-88,0,0,-83,-85
-84,-66,-91,-83,-91,-90,-86,0,0,-83,-85
-72,-70,-91,-83,-91,-90,-86,0,0,-83,-85
-72,-70,-91,-83,-91,-90,-86,0,0,-82,-85
-79,-75,-91,-83,-91,-90,-91,0,0,-82,-88
-85,-72,-91,-83,-91,-90,-95,0,0,-87,-88
-85,-72,-91,-83,-91,-90,-86,0,0,-89,-83
-85,-74,-91,-90,-91,-90,-90,0,0,-89,-87
-73,-69,-91,-90,-91,-90,-90,0,0,-89,-87
-77,-67,-91,-90,-91,-90,-90,0,0,-89,-85
-77,-67,-88,-90,-91,-90,-90,0,0,-89,-85
-88,-67,-88,-90,-91,-90,-84,0,0,-89,-85
-75,-64,-88,-88,-91,-90,-84,0,0,-84,-86
-75,-64,-88,-89,-91,-90,-84,0,0,-84,-86
-84,-64,-88,-89,-91,-90,-84,0,0,-84,-86
-82,-62,-88,-85,-91,-90,-87,0,0,-87,-88
-82,-71,-88,-95,-91,-90,-87,0,0,-87,-88
-82,-63,-88,-95,-91,-90,-87,0,0,-87,-88
-76,-61,-88,-84,-82,-90,-86,0,0,-80,-88
-76,-68,-91,-84,-82,-90,-87,0,0,-85,-82
-76,-68,-91,-84,-82,-90,-87,0,0,-85,-82
-82,-68,-91,-91,-82,-90,-91,0,0,-85,-82
-79,-71,-91,-91,-82,-90,-91,0,0,-85,-87
-79,-66,-91,-91,-82,-90,-85,0,0,-85,-80
-79,-66,-88,-86,-82,-90,-85,0,0,-82,-80
-71,-54,-88,-84,-89,-89,-80,0,0,-69,-70
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
