StudBME1,STUDBME2,SBME_STAFF3,SBME_STAFF,CUFE,RehabLab,lab001,BMEStudentLab3,CMP_LAB,CMP_LAB1,CMP_LAB2
-55,-64,-90,-72,-86,-86,-90,0,0,-74,-66
-58,-62,-90,-71,-86,-86,-90,0,0,-74,-66
-58,-69,-87,-71,-86,-86,-90,0,0,-68,-66
-57,-70,-87,-81,-86,-86,-90,0,0,-68,-66
-62,-67,-87,-84,-86,-88,-90,0,0,-68,-66
-62,-68,-87,-84,-86,-88,-90,0,0,-68,-66
-62,-74,-87,-84,-86,-88,-90,0,0,-68,-66
-71,-75,-87,-91,-86,-88,-90,0,0,-68,-66
-71,-75,-87,-89,-86,-88,-90,0,0,-68,-66
-71,-77,-87,-89,-86,-88,-90,0,0,-68,-66
-65,-73,-87,-86,-86,-88,-90,0,0,-68,-66
-65,-71,-87,-81,-86,-88,-90,0,0,-68,-74
-65,-64,-87,-81,-86,-88,-90,0,0,-68,-74
-70,-67,-87,-81,-86,-88,-90,0,0,-68,-74
-68,-65,-87,-84,-86,-87,-90,0,0,-68,-74
-68,-75,-87,-84,-86,-87,-90,0,0,-68,-74
-68,-64,-87,-84,-86,-87,-90,0,0,-68,-74
-69,-73,-87,-87,-86,-87,-90,0,0,-68,-74
-66,-67,-87,-82,-86,-87,-90,0,0,-79,-78
-66,-66,-91,-82,-86,-87,-90,0,0,-72,-78
-51,-62,-91,-60,-86,-86,-88,0,0,-67,-69
-56,-55,-88,-72,-85,-86,-88,0,0,-70,-69
-56,-57,-88,-72,-85,-88,-84,0,0,-70,-69
-56,-50,-88,-72,-85,-87,-84,0,0,-65,-67
-67,-53,-93,-72,-85,-91,-88,0,0,-59,-62
-67,-52,-85,-83,-85,-87,-88,0,0,-59,-59
-67,-53,-88,-83,-85,-90,-88,0,0,-61,-61
-70,-72,-88,-83,-85,-90,-83,0,0,-61,-61
-74,-72,-88,-84,-85,-90,-83,0,0,-61,-61
-74,-72,-88,-84,-85,-90,-83,0,0,-61,-61
-74,-72,-88,-84,-85,-90,-83,0,0,-61,-61
-70,-74,-88,-90,-85,-90,-83,0,0,-61,-61
-70,-74,-88,-90,-85,-90,-83,0,0,-61,-61
-70,-75,-88,-90,-85,-90,-83,0,0,-61,-61
-74,-76,-88,-90,-85,-90,-83,0,0,-61,-61
-72,-76,-88,-90,-85,-90,-83,0,0,-61,-61
-72,-76,-88,-90,-85,-90,-83,0,0,-61,-61
-66,-73,-88,-90,-85,-90,-83,0,0,-61,-61
-83,-79,-88,-90,-85,-90,-83,0,0,-61,-61
-83,-79,-88,-86,-85,-90,-83,0,0,-61,-61
-83,-73,-88,-86,-85,-90,-83,0,0,-61,-61
-81,-73,-88,-86,-85,-90,-83,0,0,-61,-61
-81,-72,-88,-90,-85,-90,-83,0,0,-73,-72
-81,-68,-88,-90,-85,-90,-83,0,0,-73,-72
-65,-68,-88,-90,-85,-90,-83,0,0,-69,-68
-75,-71,-88,-71,-85,-90,-83,0,0,-69,-68
-75,-70,-88,-77,-85,-90,-83,0,0,-69,-68
-75,-73,-88,-64,-85,-90,-83,0,0,-72,-68
-61,-66,-88,-64,-85,-90,-83,0,0,-72,-75
-56,-72,-90,-67,-85,-90,-83,0,0,-72,-75
-56,-71,-90,-78,-85,-90,-83,0,0,-72,-75
-50,-67,-90,-62,-85,-90,-83,0,0,-72,-75
-50,-64,-90,-60,-85,-90,-83,0,0,-72,-75
-50,-69,-91,-60,-85,-90,-83,0,0,-72,-75
-50,-71,-91,-60,-85,-90,-87,0,0,-72,-75
-60,-69,-91,-68,-85,-90,-87,0,0,-72,-75
-58,-69,-91,-69,-85,-90,-87,0,0,-72,-75
-58,-69,-91,-69,-85,-90,-87,0,0,-72,-75
-68,-73,-91,-87,-85,-90,-87,0,0,-72,-85
-63,-70,-91,-72,-85,-90,-87,0,0,-72,-85
-63,-70,-91,-87,-85,-90,-87,0,0,-72,-85
-63,-69,-87,-87,-85,-90,-93,0,0,-72,-85
-64,-66,-89,-71,-85,-90,-93,0,0,-72,-85
-59,-70,-87,-68,-85,-87,-93,0,0,-72,-85
-59,-70,-89,-68,-85,-89,-93,0,0,-72,-69
-58,-65,-88,-83,-84,-85,-93,0,0,-72,-69
-55,-61,-85,-65,-84,-88,-93,0,0,-72,-69
-55,-61,-89,-65,-84,-86,-93,0,0,-67,-70
-58,-64,-89,-65,-84,-86,-91,0,0,-69,-71
-63,-62,-93,-69,-90,-86,-91,0,0,-73,-71
-63,-74,-91,-71,-88,-86,-91,0,0,-71,-73
-63,-68,-91,-71,-88,-86,-91,0,0,-71,-74
-59,-70,-91,-72,-88,-86,-91,0,0,-71,-74
-60,-70,-91,-69,-88,-86,-91,0,0,-87,-74
-60,-66,-91,-77,-88,-86,-91,0,0,-87,-84
-60,-66,-91,-68,-88,-86,-91,0,0,-86,-84
-51,-66,-93,-68,-88,-86,-91,0,0,-77,-74
-51,-56,-91,-68,-88,-86,-91,0,0,-77,-74
-51,-58,-91,-68,-86,-86,-91,0,0,-77,-74
-61,-57,-91,-69,-86,-86,-91,0,0,-71,-72
-56,-62,-86,-69,-86,-86,-91,0,0,-71,-72
-56,-65,-88,-70,-86,-86,-89,0,0,-71,-72
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
